Artist name,Song name,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration(ms),Track URI,TopList,Year
Gilli,Tranquillo (feat. Branco),0.722,0.628,4,-6.895,0,0.0879,0.0168,0,0.136,0.303,103.007,208544,spotify:track:69T50mZU6jlxdrrZrrxRNW,yes,2018
XXXTENTACION,Moonlight,0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,135090,spotify:track:0JP9xo3adEtGSdUEISiszL,yes,2018
Justin Timberlake,Say Something (feat. Chris Stapleton),0.707,0.632,10,-7.031,1,0.0789,0.103,1.09e-05,0.0841,0.372,97.04,278893,spotify:track:1LhMopPAallLeaeNutqbgS,yes,2018
Cardi B,I Like It,0.816,0.726,5,-3.998,0,0.129,0.099,0,0.372,0.65,136.048,253390,spotify:track:58q2HKrzhC3ozto2nDdN4z,yes,2018
The Chainsmokers,Sick Boy,0.548,0.687,11,-6.371,0,0.15,0.106,0,0.131,0.362,180.017,193947,spotify:track:22nebdx3j16qQKRrm0mVe7,yes,2018
George Ezra,Shotgun,0.672,0.735,5,-4.733,1,0.0457,0.286,0,0.242,0.754,115.741,201287,spotify:track:4ofwffwvvnbSkrMSCKQDaC,yes,2018
Clean Bandit,I Miss You (feat. Julia Michaels),0.693,0.624,0,-7.482,0,0.0448,0.299,7.64e-06,0.0955,0.369,105.002,205987,spotify:track:0Ult84lvFuqNvbyXwyRQ58,yes,2018
NODE,For Mig Selv,0.719,0.753,5,-3.941,0,0.24,0.126,0,0.0768,0.408,109.826,172673,spotify:track:1aeQAevfv8kyI3aiPlXjyl,yes,2018
Calvin Harris,Promises (with Sam Smith),0.781,0.768,11,-5.991,1,0.0394,0.0119,4.91e-06,0.325,0.486,123.07,213309,spotify:track:5N5k9nd479b1xpDZ4usjrg,yes,2018
Bebe Rexha,Meant to Be (feat. Florida Georgia Line),0.643,0.783,10,-6.458,1,0.0856,0.047,0,0.083,0.579,154.084,163870,spotify:track:7iDa6hUg2VgEL1o1HjmfBn,yes,2018
Basim,Tilfældigt,0.578,0.619,1,-5.828,1,0.214,0.239,0,0.0959,0.324,149.923,216714,spotify:track:5jWdZO2cAWXtk2lysIE5Pu,yes,2018
Alexander Oscar,Number,0.635,0.594,7,-5.289,0,0.0498,0.114,0,0.0652,0.238,159.924,179199,spotify:track:3PzNjV3A8cRiQBUuFmtkQ7,yes,2018
Shawn Mendes,In My Blood,0.622,0.712,5,-7.321,1,0.066,0.0573,0,0.13,0.487,140.025,211360,spotify:track:2QZ7WLBE8h2y1Y5Fb8RYbH,yes,2018
A$AP Rocky,Praise The Lord (Da Shine) (feat. Skepta),0.854,0.569,5,-8.151,0,0.106,0.0609,0.0816,0.1,0.294,80.015,205040,spotify:track:7ycWLEP1GsNjVvcjawXz3z,yes,2018
Jonas Blue,Rise,0.687,0.785,1,-4.65,1,0.0333,0.327,0,0.203,0.655,106.046,194408,spotify:track:3KLygy1YWhmrQx0GRs7IOx,yes,2018
Anne-Marie,2002,0.697,0.683,1,-2.881,0,0.117,0.0372,0,0.137,0.603,96.133,186987,spotify:track:4Pbg79cTBu4vgSphoyNq3j,yes,2018
Ude Af Kontrol,Velsignet - Har Det Godt pt. 2,0.623,0.897,2,-4.946,1,0.107,0.0109,0,0.045,0.574,133.909,185504,spotify:track:5gJ8xepOK2zsUfaRLX1ANX,yes,2018
David Guetta,Like I Do,0.635,0.9,0,-3.719,0,0.0377,0.00664,0.0145,0.37,0.15,127.978,202500,spotify:track:6RnkFd8Fqqgk1Uni8RgqCQ,yes,2018
DJ Khaled,No Brainer,0.552,0.76,0,-4.706,1,0.342,0.0733,0,0.0865,0.639,135.702,260000,spotify:track:5WvAo7DNuPRmk4APhdPzi8,yes,2018
Drake,Don’t Matter To Me (with Michael Jackson),0.822,0.318,10,-12.391,1,0.0575,0.493,0.0128,0.11,0.138,102.998,245787,spotify:track:6G8kHiVZ1jW7vHMPVRNZU0,yes,2018
Ava Max,Sweet but Psycho,0.719,0.704,1,-4.724,1,0.0476,0.0691,0,0.166,0.628,133.002,187436,spotify:track:25sgk305KZfyuqVBQIahim,yes,2018
The Weeknd,Pray For Me (with Kendrick Lamar),0.735,0.677,2,-4.979,1,0.093,0.0762,2.17e-05,0.111,0.188,100.584,211440,spotify:track:77UjLW8j5UAGAGVGhR5oUK,yes,2018
Ramz,Barking,0.45,0.465,7,-7.867,0,0.268,0.185,0,0.0782,0.788,70.231,202827,spotify:track:2U5cq89GCnsR1yixKkC8d5,yes,2018
Bro,Glad,0.593,0.712,8,-6.078,0,0.264,0.0779,0,0.269,0.48,199.918,207575,spotify:track:7IswsfMQkmjm1FQ2iT3sbw,yes,2018
Mads Langer,Flawless,0.744,0.598,11,-7.102,0,0.0273,0.03,0,0.121,0.502,110.006,208643,spotify:track:00xE0XQaGE9ScphTFr0PJM,yes,2018
Gilli,Mon P'tit Loup,0.729,0.642,7,-6.029,0,0.0885,0.213,0.00277,0.108,0.649,102.988,199815,spotify:track:4KzpgkWZvobrSk9z63tvNS,yes,2018
Post Malone,Candy Paint,0.664,0.667,4,-5.941,1,0.154,0.64,1.22e-06,0.0753,0.381,180.064,227533,spotify:track:32lItqlMi4LBhb4k0BaSaC,yes,2018
Selena Gomez,Wolves,0.724,0.804,11,-4.614,0,0.0448,0.124,0,0.204,0.306,124.987,197993,spotify:track:0tBbt8CrmxbjRP0pueQkyU,yes,2018
Kanye West,I Love It (& Lil Pump),0.901,0.522,2,-8.304,1,0.33,0.0114,0,0.259,0.329,104.053,127947,spotify:track:4S8d14HvHb70ImctNgVzQQ,yes,2018
Kris Kross Amsterdam,Whenever (feat. Conor Maynard),0.734,0.765,7,-5.562,1,0.0621,0.151,0,0.231,0.518,109.989,163636,spotify:track:3DGar7krWlmrXRFHBcQF6z,yes,2018
MellemFingaMuzik,AMG,0.933,0.639,10,-4.967,0,0.163,0.005,4.48e-06,0.0603,0.336,98.024,153916,spotify:track:12upFOLFbpQ5nTENWm2Glj,yes,2018
Selena Gomez,Back To You - From 13 Reasons Why – Season 2 Soundtrack,0.601,0.724,6,-4.856,1,0.0486,0.0945,1.68e-06,0.12,0.508,102.061,207905,spotify:track:4hQ6UGyWQIGJmHSo0J88JW,yes,2018
Christopher,Bad,0.761,0.585,1,-7.252,0,0.1,0.0664,0,0.505,0.684,96.09,190372,spotify:track:6L2TOTO0JjlVuKBnIuWcVY,yes,2018
Julia Michaels,Heaven,0.552,0.371,7,-9.104,0,0.0359,0.857,0,0.0838,0.245,199.843,191787,spotify:track:1T575AhHueYinKSDflEsGK,yes,2018
Ina Wroldsen,Strongest,0.538,0.595,0,-7.398,1,0.112,0.0874,6.48e-06,0.161,0.334,183.736,207333,spotify:track:7FIcIjKaQJpy0vWWFZMZGH,yes,2018
Marshmello,Happier,0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.015,214290,spotify:track:2dpaYNEQHiRxtZbfNsse99,yes,2018
NF,Let You Down,0.662,0.714,5,-5.68,0,0.121,0.312,0,0.179,0.464,147.997,212120,spotify:track:52okn5MNA47tk87PeZJLEL,yes,2018
FOOL,Worry,0.734,0.685,1,-5.788,1,0.0526,0.0192,4.02e-06,0.127,0.436,100.075,228446,spotify:track:1HbdS6DUrJbxWj1vnrXHsD,yes,2018
BlocBoy JB,Look Alive (feat. Drake),0.922,0.581,10,-7.495,1,0.27,0.00104,5.86e-05,0.105,0.595,140.022,181263,spotify:track:4qKcDkK6siZ7Jp1Jb4m0aL,yes,2018
Scarlet Pleasure,Good Together,0.803,0.522,10,-7.777,0,0.0874,0.654,0,0.11,0.73,98.004,217678,spotify:track:259pBM4bY2oZTCCgTj3ChP,yes,2018
NODE,Carnalismo (feat. Gilli & Branco),0.834,0.754,8,-6.407,0,0.0874,0.0539,0,0.134,0.817,109.998,179826,spotify:track:2zo3xmyUOxvnZ4qy3BQFwa,yes,2018
Bruno Mars,Finesse - Remix; feat. Cardi B,0.704,0.859,5,-4.877,0,0.0996,0.0185,0,0.0215,0.926,105.115,217289,spotify:track:3Vo4wInECJQuz9BIBMOu8i,yes,2018
KESI,Ekstra,0.765,0.668,5,-5.667,0,0.111,0.088,0,0.0967,0.714,143.987,190000,spotify:track:3G3mTTR1EDmce8zZIdapM6,yes,2018
Martin Garrix,Ocean (feat. Khalid),0.506,0.693,0,-7.265,0,0.0412,0.584,9.58e-05,0.0891,0.221,139.912,216420,spotify:track:3nc420PXjTdBV5TN0gCFkS,yes,2018
Skinz,Højre Og Venstre (feat. Ericka Jane),0.521,0.478,10,-7.384,0,0.149,0.219,0,0.23,0.365,82.572,173912,spotify:track:610KxSt2HNjczZ2ic2Yr9q,yes,2018
Khalid,Better,0.442,0.585,0,-10.332,0,0.0964,0.0984,0.391,0.14,0.116,97.565,229413,spotify:track:4T3fNx3CgwDRRYgmFCbD4J,yes,2018
Fouli,La Fami,0.864,0.693,10,-5.571,0,0.0516,0.462,0,0.167,0.851,118.962,167435,spotify:track:6iKh27IuddYWKDKC6x5NtM,yes,2018
Rita Ora,Anywhere,0.628,0.797,11,-3.953,0,0.0596,0.0364,0,0.104,0.321,106.93,215064,spotify:track:7EI6Iki24tBHAMxtb4xQN2,yes,2018
MellemFingaMuzik,LA CRIMINAL,0.642,0.718,2,-5.097,0,0.076,0.246,0,0.125,0.583,103.842,189266,spotify:track:6GfqrsrHtwS9gUmZ6ZjPtu,yes,2018
David Guetta,Flames,0.609,0.726,5,-4.346,0,0.0414,0.0723,8.45e-06,0.0895,0.362,93.958,195000,spotify:track:33IOhptvC2Qoy2UhjiHXLV,yes,2018
Khalid,OTW,0.652,0.678,2,-6.183,1,0.0541,0.183,3.26e-05,0.106,0.28,72.989,263014,spotify:track:6Hgh47WXVKtXN5zGOu0hjI,yes,2018
Travis Scott,SICKO MODE,0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,312820,spotify:track:2xLMifQCjDGFmkHkpNLD9h,yes,2018
Sivas,Colombiana (feat. Gilli),0.801,0.56,2,-7.144,1,0.0859,0.384,0,0.106,0.165,119.931,198642,spotify:track:0DMrRNa5ZEeIuEyHM7t1QH,yes,2018
Lil Peep,Falling Down - Bonus Track,0.669,0.574,4,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013,196400,spotify:track:4jvjzW7Hm0yK4LvvE0Paz9,yes,2018
Drake,God's Plan,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,198973,spotify:track:6DCZcSspjsKoFjzjrWoCdn,yes,2018
XXXTENTACION,SAD!,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,166606,spotify:track:3ee8Jmje8o58CHK66QrVC2,yes,2018
Post Malone,rockstar (feat. 21 Savage),0.585,0.52,5,-6.136,0,0.0712,0.124,7.01e-05,0.131,0.129,159.801,218147,spotify:track:0e7ipj03S05BNilyu5bRzt,yes,2018
Post Malone,Psycho (feat. Ty Dolla $ign),0.75,0.56,8,-8.094,1,0.105,0.546,0,0.111,0.459,140.06,221440,spotify:track:3swc6WTsr7rl9DqQKQA55C,yes,2018
Drake,In My Feelings,0.835,0.626,1,-5.833,1,0.125,0.0589,6e-05,0.396,0.35,91.03,217925,spotify:track:2G7V7zsVDxg1yRsu7Ew9RJ,yes,2018
Post Malone,Better Now,0.68,0.578,10,-5.804,1,0.04,0.331,0,0.135,0.341,145.038,231267,spotify:track:7dt6x5M1jzdTEt8oCbisTK,yes,2018
Cardi B,I Like It,0.816,0.726,5,-3.998,0,0.129,0.099,0,0.372,0.65,136.048,253390,spotify:track:58q2HKrzhC3ozto2nDdN4z,yes,2018
Calvin Harris,One Kiss (with Dua Lipa),0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,214847,spotify:track:7ef4DlsgrMEH11cDZd32M6,yes,2018
Dua Lipa,IDGAF,0.836,0.544,7,-5.975,1,0.0943,0.0403,0,0.0824,0.51,97.028,217947,spotify:track:76cy1WJvNGJTj78UqeA5zr,yes,2018
Marshmello,FRIENDS,0.626,0.88,9,-2.384,0,0.0504,0.205,0,0.128,0.534,95.079,202621,spotify:track:08bNPGLD8AhKpnnERrAc6G,yes,2018
Camila Cabello,Havana (feat. Young Thug),0.765,0.523,2,-4.333,1,0.03,0.184,3.56e-05,0.132,0.394,104.988,217307,spotify:track:1rfofaqEpACxVEHIZBJe6W,yes,2018
Juice WRLD,Lucid Dreams,0.511,0.566,6,-7.23,0,0.2,0.349,0,0.34,0.218,83.903,239836,spotify:track:0s3nnoMeVWz3989MkNQiRf,yes,2018
Drake,Nice For What,0.585,0.909,8,-6.474,1,0.0707,0.0891,9.7e-05,0.119,0.758,93.372,210747,spotify:track:3CA9pLiwRIGtUBiMjbZmRw,yes,2018
Maroon 5,Girls Like You (feat. Cardi B),0.851,0.541,0,-6.825,1,0.0505,0.568,0,0.13,0.448,124.959,235545,spotify:track:7fa9MBXhVfQ8P8Df9OEbD8,yes,2018
Zedd,The Middle,0.753,0.657,7,-3.061,1,0.0449,0.171,0,0.112,0.437,107.01,184732,spotify:track:09IStsImFySgyp0pIQdqAc,yes,2018
Kendrick Lamar,All The Stars (with SZA),0.698,0.633,8,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924,232187,spotify:track:3GCdLUSnKSMJhs4Tj6CV3s,yes,2018
Ariana Grande,no tears left to cry,0.699,0.713,9,-5.507,0,0.0594,0.04,3.11e-06,0.294,0.354,121.993,205920,spotify:track:2qT1uLXPVPzGgFOx4jtEuo,yes,2018
Nicky Jam,X,0.595,0.773,9,-4.736,0,0.0549,0.0364,0.00108,0.334,0.711,180.073,173628,spotify:track:39N9RPD9MRb5WmoLzNzPeA,yes,2018
XXXTENTACION,Moonlight,0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,135090,spotify:track:0JP9xo3adEtGSdUEISiszL,yes,2018
BlocBoy JB,Look Alive (feat. Drake),0.922,0.581,10,-7.495,1,0.27,0.00104,5.86e-05,0.105,0.595,140.022,181263,spotify:track:4qKcDkK6siZ7Jp1Jb4m0aL,yes,2018
Rudimental,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",0.653,0.809,0,-4.057,1,0.0474,0.194,0,0.165,0.55,92.213,210773,spotify:track:5CLGzJsGqhCEECcpnFQA8x,yes,2018
Nio Garcia,Te Boté - Remix,0.903,0.675,11,-3.445,0,0.214,0.542,1.28e-05,0.0595,0.442,96.507,417920,spotify:track:3V8UKqhEK5zBkBb6d6ub8i,yes,2018
Bazzi,Mine,0.71,0.789,4,-3.874,1,0.0722,0.0161,2.77e-06,0.451,0.717,142.929,131064,spotify:track:7uzmGiiJyRfuViKKK3lVmR,yes,2018
5 Seconds of Summer,Youngblood,0.596,0.854,7,-5.114,0,0.463,0.0169,0,0.124,0.152,120.274,203418,spotify:track:2iUXsYOEPhVqEBwsqP70rE,yes,2018
Dua Lipa,New Rules,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,209320,spotify:track:2xJCMIJfcNYDc5iR0sAm2O,yes,2018
Ed Sheeran,Shape of You,0.825,0.652,1,-3.183,0,0.0802,0.581,0,0.0931,0.931,95.977,233713,spotify:track:7qiZfU4dY1lWllzX7mPBI3,yes,2018
Khalid,Love Lies (with Normani),0.708,0.648,6,-5.626,1,0.0449,0.0956,0,0.134,0.338,143.955,201707,spotify:track:45Egmo7icyopuzJN0oMEdk,yes,2018
Bebe Rexha,Meant to Be (feat. Florida Georgia Line),0.642,0.772,10,-6.61,1,0.0848,0.0476,0,0.0646,0.589,153.995,164205,spotify:track:4e4fqjx0Izh4svvTef1z7e,yes,2018
XXXTENTACION,Jocelyn Flores,0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,0.437,134.021,119133,spotify:track:7m9OqQk4RVRkw9JJdeAw96,yes,2018
Ed Sheeran,Perfect,0.599,0.448,8,-6.312,1,0.0232,0.163,0,0.106,0.168,95.05,263400,spotify:track:0tgVpDi06FyKpA1z0VMD4v,yes,2018
Tyga,Taste (feat. Offset),0.884,0.559,0,-7.442,1,0.12,0.0236,0,0.101,0.342,97.994,232959,spotify:track:5IaHrVsrferBYDm0bDyABy,yes,2018
Clean Bandit,Solo (feat. Demi Lovato),0.737,0.636,11,-4.546,0,0.0437,0.0441,6.66e-05,0.35,0.565,105.005,222653,spotify:track:6kPJZM97LwdG9QIsT7khp6,yes,2018
Post Malone,I Fall Apart,0.556,0.538,8,-5.408,0,0.0382,0.0689,0,0.196,0.291,143.95,223347,spotify:track:75ZvA4QfFiZvzhj2xkaWAh,yes,2018
Dennis Lloyd,Nevermind,0.6,0.688,5,-8.339,0,0.201,0.159,1.29e-05,0.409,0.0793,99.977,156600,spotify:track:63SevszngYpZOwf63o61K4,yes,2018
Luis Fonsi,Échame La Culpa,0.733,0.892,0,-3.641,1,0.0417,0.0376,0,0.137,0.675,95.989,173720,spotify:track:2hl6q70unbviGo3g1R7uFx,yes,2018
benny blanco,Eastside (with Halsey & Khalid),0.56,0.68,6,-7.648,0,0.321,0.555,0,0.116,0.319,89.391,173800,spotify:track:0d2iYfpKoM0QCKvcLCkBao,yes,2018
Camila Cabello,Never Be the Same,0.637,0.713,0,-4.333,1,0.0747,0.181,0.000637,0.137,0.243,129.923,226973,spotify:track:4eWQlBRaTjPPUlzacqEeoQ,yes,2018
Selena Gomez,Wolves,0.724,0.804,11,-4.614,0,0.0448,0.124,0,0.204,0.306,124.987,197993,spotify:track:0tBbt8CrmxbjRP0pueQkyU,yes,2018
XXXTENTACION,changes,0.669,0.308,11,-10.068,1,0.029,0.883,0,0.0984,0.52,64.934,121887,spotify:track:7AFASza1mXqntmGtbxXprO,yes,2018
Dynoro,In My Mind,0.694,0.77,6,-5.335,1,0.149,0.176,1.1e-05,0.118,0.163,125.905,184560,spotify:track:0E9ZjEAyAwOXZ7wJC0PD33,yes,2018
Eminem,River (feat. Ed Sheeran),0.748,0.749,8,-5.916,0,0.516,0.142,0,0.0713,0.659,90.09,221013,spotify:track:1cS0TgbR263ey9jn0MwD2s,yes,2018
Daddy Yankee,Dura,0.783,0.84,1,-3.416,1,0.051,0.174,0,0.412,0.839,95.001,200480,spotify:track:6KuqAtoeVzxAYOaMveLNpH,yes,2018
Travis Scott,SICKO MODE,0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,312820,spotify:track:2xLMifQCjDGFmkHkpNLD9h,yes,2018
Imagine Dragons,Thunder,0.605,0.822,0,-4.833,1,0.0438,0.00671,0.134,0.147,0.288,167.997,187147,spotify:track:1zB4vmk8tFRmM9UULNzbLB,yes,2018
Reik,Me Niego (feat. Ozuna & Wisin),0.777,0.779,0,-4.449,0,0.0972,0.0543,0,0.636,0.768,94.023,221653,spotify:track:6jA8JUuPCGYjFcgw0AoM5T,yes,2018
Tiësto,Jackie Chan,0.747,0.834,3,-2.867,0,0.045,0.374,0,0.0586,0.687,128.005,215760,spotify:track:4kWO6O1BUXcZmaxitpVUwp,yes,2018
Bruno Mars,Finesse - Remix; feat. Cardi B,0.704,0.859,5,-4.877,0,0.0996,0.0185,0,0.0215,0.926,105.115,217289,spotify:track:3Vo4wInECJQuz9BIBMOu8i,yes,2018
Selena Gomez,Back To You - From 13 Reasons Why – Season 2 Soundtrack,0.601,0.724,6,-4.856,1,0.0486,0.0945,1.68e-06,0.12,0.508,102.061,207905,spotify:track:4hQ6UGyWQIGJmHSo0J88JW,yes,2018
NF,Let You Down,0.662,0.714,5,-5.68,0,0.121,0.312,0,0.179,0.464,147.997,212120,spotify:track:52okn5MNA47tk87PeZJLEL,yes,2018
The Weeknd,Call Out My Name,0.489,0.598,1,-4.929,1,0.036,0.218,0,0.35,0.172,134.045,228373,spotify:track:1gm616Plq4ScqNi7TVkZ5N,yes,2018
Offset,Ric Flair Drip (& Metro Boomin),0.88,0.428,9,-8.28,1,0.206,0.149,5.07e-05,0.114,0.333,100.007,172800,spotify:track:7sO5G9EABYOXQKNPNiE9NR,yes,2018
Marshmello,Happier,0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.015,214290,spotify:track:2dpaYNEQHiRxtZbfNsse99,yes,2018
Sam Smith,Too Good At Goodbyes,0.681,0.372,5,-8.237,1,0.0432,0.64,0,0.169,0.476,91.873,201000,spotify:track:1mXVgsBdtIVeCLJnSnmtdV,yes,2018
Lil Dicky,Freaky Friday (feat. Chris Brown),0.755,0.599,8,-5.042,1,0.224,0.147,0,0.109,0.755,133.123,216632,spotify:track:10Igtw8bSDyyFs7KIsKngZ,yes,2018
Imagine Dragons,Believer,0.776,0.78,10,-4.374,0,0.128,0.0622,0,0.081,0.666,124.949,204347,spotify:track:0pqnGHJpmpxLKifKRmU6WP,yes,2018
6ix9ine,FEFE (feat. Nicki Minaj & Murda Beatz),0.931,0.387,1,-9.127,1,0.412,0.088,0,0.136,0.376,125.978,179405,spotify:track:2E124GmJRnBJuXbTb4cPUB,yes,2018
Jonas Blue,Rise,0.687,0.785,1,-4.65,1,0.0333,0.327,0,0.203,0.655,106.046,194408,spotify:track:3KLygy1YWhmrQx0GRs7IOx,yes,2018
Loud Luxury,Body (feat. brando),0.752,0.764,1,-4.399,1,0.038,0.0476,9.44e-05,0.0543,0.582,121.958,163216,spotify:track:7K7MUBCnzgBAvMVW2RTWNs,yes,2018
Lil Uzi Vert,XO Tour Llif3,0.732,0.75,11,-6.366,0,0.231,0.00264,0,0.109,0.401,155.096,182707,spotify:track:7GX5flRQZVHRAGd6B4TmDO,yes,2018
Becky G,Sin Pijama,0.791,0.745,11,-3.695,0,0.0464,0.354,2.93e-05,0.104,0.82,94.014,188560,spotify:track:2ijef6ni2amuunRoKTlgww,yes,2018
Anne-Marie,2002,0.697,0.683,1,-2.881,0,0.117,0.0372,0,0.137,0.603,96.133,186987,spotify:track:2BgEsaKNfHUdlh97KmvFyo,yes,2018
Drake,Nonstop,0.912,0.412,7,-8.074,1,0.123,0.0165,0.0126,0.104,0.423,154.983,238614,spotify:track:0TlLq3lA83rQOYtrqBqSct,yes,2018
XXXTENTACION,Fuck Love (feat. Trippie Redd),0.797,0.533,0,-9.74,0,0.0412,0.0172,0.000152,0.103,0.329,131.036,146520,spotify:track:7AQim7LbvFVZJE3O8TYgf2,yes,2018
Shawn Mendes,In My Blood,0.622,0.712,5,-7.321,1,0.066,0.0573,0,0.13,0.487,140.025,211360,spotify:track:2QZ7WLBE8h2y1Y5Fb8RYbH,yes,2018
Marshmello,Silence,0.52,0.761,4,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.286,141.971,180823,spotify:track:7vGuf3Y35N4wmASOKLUVVU,yes,2018
Ariana Grande,God is a woman,0.602,0.658,1,-5.934,1,0.0558,0.0233,6e-05,0.237,0.268,145.031,197547,spotify:track:5OCJzvD7sykQEKHH7qAC3C,yes,2018
Piso 21,Déjala Que Vuelva (feat. Manuel Turizo),0.681,0.788,1,-4.323,1,0.0785,0.0482,0,0.0753,0.839,170.019,220117,spotify:track:1j6xOGusnyXq3l6IryKF3G,yes,2018
David Guetta,Flames,0.631,0.649,5,-5.892,0,0.0385,0.0817,3.8e-06,0.0934,0.421,93.95,194680,spotify:track:66BjcDhhwWCcQIBxHMpKXh,yes,2018
Maroon 5,What Lovers Do,0.799,0.597,5,-5.131,0,0.0611,0.0788,5.66e-06,0.1,0.419,110.001,199849,spotify:track:0WdGQhoAP2LBsqr5Jhit2g,yes,2018
DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",0.842,0.801,8,-4.167,0,0.228,0.157,4.82e-06,0.0642,0.617,95.881,212500,spotify:track:4w8niZpiMy6qz1mntFA5uM,yes,2018
Hailee Steinfeld,"Let Me Go (with Alesso, Florida Georgia Line & watt)",0.664,0.708,8,-4.154,1,0.0474,0.0337,0,0.0841,0.742,103.07,174800,spotify:track:5Gu0PDLN4YJeW75PpBSg9p,yes,2018
Portugal. The Man,Feel It Still,0.801,0.795,1,-5.115,0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,163253,spotify:track:6QgjcU0zLnzq5OrUoSZ3OK,yes,2018
The Weeknd,Pray For Me (with Kendrick Lamar),0.735,0.677,2,-4.979,1,0.093,0.0762,2.17e-05,0.111,0.188,100.584,211440,spotify:track:77UjLW8j5UAGAGVGhR5oUK,yes,2018
Migos,Walk It Talk It,0.907,0.633,2,-5.145,1,0.184,0.0876,2.6e-06,0.106,0.395,145.914,276147,spotify:track:6n4U3TlzUGhdSFbUUhTvLP,yes,2018
G-Eazy,Him & I (with Halsey),0.589,0.731,2,-6.343,1,0.0868,0.0534,0,0.308,0.191,87.908,268867,spotify:track:5k38wzpLb15YgncyWdTZE4,yes,2018
Post Malone,Candy Paint,0.664,0.667,4,-5.941,1,0.154,0.64,1.22e-06,0.0753,0.381,180.064,227533,spotify:track:32lItqlMi4LBhb4k0BaSaC,yes,2018
Post Malone,Congratulations,0.63,0.804,6,-4.183,1,0.0363,0.215,0,0.253,0.492,123.146,220293,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,yes,2018
Sofía Reyes,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",0.792,0.895,1,-3.112,0,0.0589,0.165,0,0.0501,0.794,94.968,201526,spotify:track:4QtiVmuA88tPQiCOHZuQ5b,yes,2018
Natti Natasha,Criminal,0.814,0.813,2,-3.023,0,0.0561,0.03,9.33e-05,0.255,0.839,79.997,232550,spotify:track:6Za3190Sbw39BBC77WSS1C,yes,2018
Rich The Kid,Plug Walk,0.876,0.519,11,-6.531,1,0.143,0.202,0,0.108,0.158,94.981,175230,spotify:track:1ZAyjvIk9YiD76yYy0TEG6,yes,2018
Billie Eilish,lovely (with Khalid),0.351,0.296,4,-10.109,0,0.0333,0.934,0,0.095,0.12,115.284,200186,spotify:track:0u2P5u6lvoDfwTYjAADbn4,yes,2018
Migos,Stir Fry,0.817,0.816,2,-5.402,1,0.269,0.00263,0,0.159,0.508,181.982,190288,spotify:track:2UVbBKQOdFAekPTRsnkzcf,yes,2018
Kendrick Lamar,HUMBLE.,0.908,0.621,1,-6.638,0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,177000,spotify:track:7KXjTSCq5nL1LoYtL7XAwS,yes,2018
Ozuna,Vaina Loca,0.754,0.805,6,-4.249,1,0.0752,0.315,0,0.203,0.555,93.982,176133,spotify:track:48zFZh27QU5qsrBjn4C2FA,yes,2018
Ed Sheeran,Perfect Duet (Ed Sheeran & Beyoncé),0.587,0.299,8,-7.365,1,0.0263,0.779,0,0.123,0.356,94.992,259550,spotify:track:1bhUWB0zJMIKr9yVPrkEuI,yes,2018
Maluma,Corazón (feat. Nego do Borel),0.722,0.738,9,-6.073,0,0.247,0.328,1.47e-05,0.198,0.748,198.075,184720,spotify:track:5cepAtqnEQ6yVG6088zMMu,yes,2018
Khalid,Young Dumb & Broke,0.798,0.539,1,-6.351,1,0.0421,0.199,1.66e-05,0.165,0.394,136.949,202547,spotify:track:5Z3GHaZ6ec9bsiI5BenrbY,yes,2018
Ozuna,Síguelo Bailando,0.855,0.664,9,-7.11,0,0.0607,0.165,3.97e-05,0.0937,0.626,98.015,226800,spotify:track:5Y9fnynLlIvqtM710MHzfz,yes,2018
Anitta,Downtown,0.775,0.679,4,-4.985,0,0.135,0.18,7.26e-05,0.068,0.619,166.008,193456,spotify:track:3Ga6eKrUFf12ouh9Yw3v2D,yes,2018
Wolfine,Bella,0.909,0.493,3,-6.688,1,0.0735,0.128,0.000147,0.127,0.844,94.016,197120,spotify:track:3xcCix7Jv1Rp90YVmgo35D,yes,2018
